ResponseId,LanguageHaveWorkedWith
41777,Groovy;HTML/CSS;Java;JavaScript
41778,Go
41779,PHP
41780,Java;MATLAB;Python
41781,Bash/Shell (all shells);Dart;Elixir;Erlang;HTML/CSS;Python;SQL
41782,Bash/Shell (all shells);Elixir;JavaScript;PHP;TypeScript
41783,C;C#;C++;GDScript;Java;JavaScript;Lua;PowerShell;Python;Ruby;SQL
41784,C#;HTML/CSS;JavaScript;SQL
41785,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell
41786,C;HTML/CSS;JavaScript
41787,Bash/Shell (all shells);Groovy;Java;PowerShell
41788,HTML/CSS;JavaScript;Python
41789,TypeScript
41790,Bash/Shell (all shells);C#;C++;HTML/CSS;Java;MicroPython;Python
41791,HTML/CSS;JavaScript;SQL;TypeScript
41792,Go;HTML/CSS;Java;JavaScript;PHP;SQL
41793,C;C++;MicroPython;Python;Swift
41794,Go;Python
41795,C;C++;Go;Python
41796,Bash/Shell (all shells);JavaScript;Perl;Python;SQL;TypeScript
41797,HTML/CSS;JavaScript
41798,C#
41799,Bash/Shell (all shells);C;C++;HTML/CSS;JavaScript;PHP;Python
41800,JavaScript
41801,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Lua;PowerShell;Rust;SQL;TypeScript
41802,Java;JavaScript;Kotlin;TypeScript
41803,HTML/CSS;JavaScript
41804,C;C#;C++;HTML/CSS;JavaScript;PHP;Python;SQL
41805,HTML/CSS;Kotlin;TypeScript
41806,Ada
41807,HTML/CSS;JavaScript;PowerShell;Python;SQL
41808,C#;HTML/CSS;JavaScript
41809,Bash/Shell (all shells);Delphi;JavaScript;PowerShell;Python
41810,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP;TypeScript
41811,HTML/CSS;SQL
41812,HTML/CSS;Java;JavaScript;SQL;VBA
41813,Bash/Shell (all shells);HTML/CSS;JavaScript;Lua;Python;SQL;TypeScript
41814,Objective-C;Swift
41815,Bash/Shell (all shells);C#;GDScript;HTML/CSS;JavaScript
41816,Go;HTML/CSS;JavaScript;PHP;TypeScript
41817,C#;TypeScript
41818,Apex;Bash/Shell (all shells);Delphi;HTML/CSS;SQL
41819,Bash/Shell (all shells);Go;Java;Python;SQL;TypeScript
41820,C;Python;Rust
41821,C;C#;C++;Java;PHP;Python;SQL
41822,C++
41823,C;C#;C++;Go;HTML/CSS;JavaScript;SQL;TypeScript
41824,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;VBA;Visual Basic (.Net)
41825,Assembly;C;C++;Haskell;MicroPython;Python
41826,JavaScript
41827,Bash/Shell (all shells);C#;GDScript;Java;PowerShell;Python;SQL
41828,Java;Kotlin
41829,JavaScript;PHP;SQL;TypeScript
41830,C#;Python;SQL
41831,HTML/CSS;JavaScript
41832,Java;JavaScript;TypeScript
41833,C++;Python
41834,C#;HTML/CSS;JavaScript;PHP;SQL;VBA;Visual Basic (.Net)
41835,Bash/Shell (all shells);JavaScript;PHP;Python;TypeScript
41836,Bash/Shell (all shells);Java;JavaScript;PowerShell;Python;Swift
41837,Java
41838,HTML/CSS;JavaScript;PHP;SQL
41839,C++;HTML/CSS;JavaScript;MicroPython;Python
41840,HTML/CSS;JavaScript;Scala;TypeScript
41841,Groovy;HTML/CSS;Java;JavaScript;PHP
41842,C++;HTML/CSS;JavaScript;TypeScript
41843,C;Dart;HTML/CSS;Python
41844,Dart;Kotlin
41845,PHP
41846,C#;SQL
41847,Bash/Shell (all shells);C;C++;Python
41848,C;C#;C++;HTML/CSS;Java;JavaScript;Python;TypeScript
41849,Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;MicroPython;PowerShell;Python;SQL;TypeScript
41850,C#;HTML/CSS;Perl;SQL
41851,Bash/Shell (all shells);C#;Java;PowerShell;SQL
41852,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;R;SQL
41853,JavaScript;Python
41854,Bash/Shell (all shells);Clojure;Java;Kotlin;Python;SQL
41855,C#;Groovy;HTML/CSS;JavaScript
41856,Bash/Shell (all shells);Java;JavaScript;Kotlin;Python;Rust
41857,HTML/CSS;PHP;SQL
41858,Bash/Shell (all shells);C;Python;VBA
41859,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Lua;PowerShell;Python;SQL;TypeScript
41860,Bash/Shell (all shells);PHP;PowerShell;Python;SQL;TypeScript
41861,HTML/CSS;JavaScript;PHP
41862,Clojure;HTML/CSS;JavaScript;Python;SQL
41863,Assembly;C;C#;C++;Dart;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL;Visual Basic (.Net)
41864,C#;C++;Delphi;Python
41865,C++;Java;JavaScript;Python;SQL
41866,NA
41867,C#;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
41868,Bash/Shell (all shells);Python;Rust;SQL
41869,Python
41870,Bash/Shell (all shells);Groovy;HTML/CSS;Java;TypeScript
41871,HTML/CSS;JavaScript;TypeScript
41872,Bash/Shell (all shells);JavaScript;TypeScript
41873,C;C#;HTML/CSS;JavaScript;PHP;Python;SQL
41874,Assembly;Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
41875,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;Prolog;Python;SQL
41876,Python
41877,Bash/Shell (all shells);Go;HTML/CSS;Python
41878,Java;Python;Scala
41879,C#;PowerShell;SQL
41880,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
41881,HTML/CSS;Java;JavaScript;Python;R;SQL
41882,Python
41883,HTML/CSS;JavaScript;PHP;Python
41884,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL
41885,Java;Python;SQL
41886,Go;Python;Rust;SQL
41887,JavaScript;PHP
41888,Python;SQL
41889,C#;Groovy;SQL
41890,C++;Dart;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
41891,HTML/CSS;Java;JavaScript;PHP;Python;SQL
41892,Assembly;Bash/Shell (all shells);C++;Java;JavaScript;Prolog;Python;SQL
41893,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;Rust;SQL
41894,Bash/Shell (all shells);C;C++;Go;Groovy;HTML/CSS;Java;JavaScript;MATLAB;PowerShell;Python;SQL;TypeScript
41895,HTML/CSS;JavaScript;PHP;Python;SQL
41896,Bash/Shell (all shells);C#;C++;Java;PowerShell;Python
41897,C;C++;Java;Python;Swift
41898,C#;Java;JavaScript;TypeScript
41899,C#;Java;JavaScript;PowerShell;Python;SQL;TypeScript
41900,Bash/Shell (all shells);Python;SQL
41901,Bash/Shell (all shells);C#;Groovy;Java;JavaScript;PowerShell;Python;SQL;TypeScript
41902,Groovy;HTML/CSS;Java;JavaScript;SQL;TypeScript
41903,Java;JavaScript;Python;Scala;SQL;TypeScript
41904,Bash/Shell (all shells);Go;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
41905,HTML/CSS;JavaScript;PHP;SQL
41906,Assembly;C;Go;HTML/CSS;Java;JavaScript;Lua;Python;Rust;SQL;TypeScript
41907,HTML/CSS;Java;JavaScript;MicroPython;PHP;Python;SQL;VBA
41908,Assembly;Bash/Shell (all shells);C;C++;JavaScript;Python
41909,Go;HTML/CSS;Java;JavaScript;MATLAB;PHP;PowerShell;R
41910,C#;SQL
41911,C#;JavaScript;SQL;TypeScript
41912,HTML/CSS;JavaScript;Python;SQL
41913,Assembly;Bash/Shell (all shells);C;C#;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
41914,Assembly;C;C++;Dart;Rust;Zig
41915,Go
41916,C#;C++;HTML/CSS;JavaScript;Python;TypeScript
41917,Bash/Shell (all shells);Java;JavaScript;Kotlin;SQL
41918,C#;C++;Java;JavaScript;Python;TypeScript
41919,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;VBA
41920,C;C#;HTML/CSS;JavaScript;SQL
41921,C#;HTML/CSS;JavaScript;SQL;TypeScript
41922,Bash/Shell (all shells);Go;HTML/CSS;Kotlin;Python;Scala;SQL
41923,Java;JavaScript;Python;SQL
41924,C;Python
41925,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
41926,C#;Dart;HTML/CSS;JavaScript;PHP;Python;TypeScript
41927,R
41928,C;C++;Java;OCaml;Python
41929,Dart;TypeScript
41930,C++;Groovy;Python;SQL
41931,Python;Ruby;Rust;SQL
41932,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL;VBA;Visual Basic (.Net)
41933,C;HTML/CSS;Java;MATLAB;Python;SQL
41934,C#;C++
41935,C;C++;HTML/CSS;JavaScript;MATLAB;PHP;Python;SQL
41936,Dart;Java;JavaScript;SQL;TypeScript
41937,Objective-C;Swift
41938,C#;C++;Dart;Java;Python;TypeScript
41939,C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;TypeScript
41940,C++
41941,Swift
41942,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
41943,C;C#;HTML/CSS;JavaScript;PHP;Python;Rust;SQL
41944,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;SQL
41945,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;Python;R;TypeScript
41946,Assembly;Bash/Shell (all shells);C;C#;C++;Go;HTML/CSS;Java;JavaScript;MicroPython;PHP;PowerShell;Python;Ruby;Rust;SQL;TypeScript
41947,C#;HTML/CSS;SQL;Visual Basic (.Net)
41948,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;PHP;SQL;Swift;TypeScript
41949,Bash/Shell (all shells);C++;Groovy;HTML/CSS;Java;JavaScript;PowerShell;Python;SQL
41950,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL
41951,C#;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
41952,C++;HTML/CSS;Python;TypeScript
41953,HTML/CSS;JavaScript;Lua;TypeScript
41954,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
41955,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
41956,Bash/Shell (all shells);C;C#;C++;Haskell;Python
41957,C#;HTML/CSS;PowerShell;SQL
41958,JavaScript;PHP;TypeScript
41959,C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL
41960,Kotlin;Swift
41961,Java
41962,Bash/Shell (all shells);C;C#;C++;GDScript;JavaScript;Python;Rust;TypeScript;Zig
41963,HTML/CSS;JavaScript;Ruby;TypeScript
41964,HTML/CSS;JavaScript;PHP
41965,Bash/Shell (all shells);Go;Python;SQL
41966,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript
41967,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL;TypeScript
41968,HTML/CSS;Java;JavaScript;Python;TypeScript
41969,HTML/CSS;MATLAB;Python;SQL
41970,Bash/Shell (all shells);Kotlin;Rust;TypeScript
41971,HTML/CSS;JavaScript
41972,Go;HTML/CSS;Python;SQL
41973,C++;HTML/CSS;Python;SQL
41974,Go;JavaScript;Python;Rust;TypeScript;Zephyr
41975,C#;Clojure;HTML/CSS;Java;JavaScript;Kotlin;PHP;PowerShell;Python;SQL;TypeScript
41976,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;Kotlin
41977,HTML/CSS;Java;Kotlin
41978,HTML/CSS;JavaScript;TypeScript
41979,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL
41980,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;Python;SQL
41981,HTML/CSS;Java;JavaScript;Python;SQL
41982,C#;HTML/CSS;Java;JavaScript;PHP;Python;SQL
41983,Bash/Shell (all shells);Java;Python;Rust
41984,Java;Python;R
41985,JavaScript;Python;TypeScript
41986,C#;HTML/CSS;Java;SQL;TypeScript
41987,Bash/Shell (all shells);Dart;Go;JavaScript;Python;SQL
41988,HTML/CSS;JavaScript;PHP;SQL
41989,Bash/Shell (all shells);JavaScript;Python;TypeScript
41990,C;C++;JavaScript
41991,Go;JavaScript;Python;TypeScript
41992,Assembly;C;Haskell;PHP;Python
41993,Bash/Shell (all shells);HTML/CSS;PowerShell;Python;SQL;TypeScript
41994,C++;HTML/CSS;Java;JavaScript;Python;SQL
41995,Assembly;Bash/Shell (all shells);C;C#;Haskell;HTML/CSS;JavaScript;Python;SQL;TypeScript
41996,C#;JavaScript;PowerShell;Python;SQL
41997,Bash/Shell (all shells);Haskell;HTML/CSS;Java
41998,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript
41999,C#;Java
42000,C#;Groovy;Java;JavaScript;PHP;SQL
42001,JavaScript;Lisp;TypeScript
42002,Java
42003,C;HTML/CSS;Java;JavaScript;MATLAB;TypeScript
42004,C#;C++;Lisp;PowerShell;SQL;Visual Basic (.Net)
42005,Bash/Shell (all shells);Java;Python
42006,Bash/Shell (all shells);C;C#;C++;JavaScript;Lua;MATLAB;MicroPython;Python;R;Rust;SQL;Swift;TypeScript;VBA
42007,C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
42008,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;PowerShell;Python;SQL;VBA;Visual Basic (.Net)
42009,Python;Rust;TypeScript
42010,C#
42011,C#;Go;JavaScript
42012,Go;JavaScript;Python
42013,Bash/Shell (all shells);C#;Java;PowerShell;Python;SQL
42014,HTML/CSS;JavaScript
42015,C#;HTML/CSS;JavaScript;PowerShell;Solidity;SQL;TypeScript
42016,HTML/CSS;JavaScript;Python;SQL
42017,Bash/Shell (all shells);C#;Python;Swift
42018,C#;Java;JavaScript;MicroPython;Python;SQL;VBA
42019,Java;JavaScript;Python;TypeScript
42020,C#;JavaScript;PowerShell;Python
42021,Go;Kotlin;Python;SQL;TypeScript
42022,HTML/CSS;JavaScript;PHP;SQL
42023,HTML/CSS;Java;JavaScript;Python;TypeScript
42024,C;C++;HTML/CSS;Java;SQL
42025,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
42026,HTML/CSS;JavaScript;PHP
42027,Dart;Ruby
42028,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;Haskell;HTML/CSS;JavaScript;Lua;MATLAB;MicroPython;Python;TypeScript;VBA;Visual Basic (.Net)
42029,C#;HTML/CSS;JavaScript;PowerShell;TypeScript
42030,Bash/Shell (all shells);Groovy;Java;JavaScript;Lua;PHP;PowerShell;SQL
42031,HTML/CSS;JavaScript;Swift
42032,HTML/CSS;JavaScript;Python;SQL
42033,Bash/Shell (all shells);Python;SQL
42034,Bash/Shell (all shells);C;C#;C++;Java;PowerShell;Python;Ruby
42035,Go;HTML/CSS;JavaScript;Python
42036,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;SQL
42037,Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;PHP;PowerShell;Python;TypeScript
42038,Go;Python;Rust
42039,HTML/CSS;Java;JavaScript;Kotlin;SQL;TypeScript
42040,HTML/CSS;JavaScript;PHP
42041,Bash/Shell (all shells);Python
42042,C;C#;HTML/CSS;JavaScript;MicroPython;PowerShell;Python;SQL
42043,JavaScript;TypeScript
42044,Bash/Shell (all shells);C;Python;SQL
42045,C#;HTML/CSS;JavaScript;SQL;TypeScript
42046,Go;Solidity;Swift
42047,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;SQL;Swift
42048,Java;Python
42049,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;Java;JavaScript;Lua;MicroPython;Python;Rust
42050,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;PHP;Python;SQL
42051,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;Lua;Python;Rust;SQL;Swift;TypeScript
42052,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python
42053,Bash/Shell (all shells);Go;Groovy;HTML/CSS;TypeScript
42054,JavaScript;TypeScript
42055,HTML/CSS;JavaScript;TypeScript
42056,C;C++;Python
42057,C#;JavaScript;Python;SQL;TypeScript
42058,C++;Julia;MATLAB;Python
42059,C#;HTML/CSS;JavaScript
42060,C#;HTML/CSS;JavaScript;PHP;SQL
42061,Python;SQL
42062,Bash/Shell (all shells);HTML/CSS;JavaScript;MATLAB;PHP;Python;Ruby;SQL
42063,C#;JavaScript;PowerShell;SQL;TypeScript
42064,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Kotlin;Python;SQL
42065,Assembly;Bash/Shell (all shells);C;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
42066,C#;JavaScript;TypeScript
42067,C#;PowerShell;Python
42068,C++;Java
42069,HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript
42070,C#;HTML/CSS;JavaScript;Python;SQL
42071,C;C#;C++;Fortran;Go;Java;JavaScript;Python;TypeScript
42072,C#;Python
42073,Bash/Shell (all shells);Java;Kotlin;Python;Scala;SQL
42074,Bash/Shell (all shells);C;Go;Groovy;Java;Python;TypeScript
42075,Perl;PHP;SQL
42076,C#;JavaScript;Python
42077,C#;SQL
42078,Bash/Shell (all shells);Julia;Python;R
42079,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;PowerShell
42080,Scala
42081,Bash/Shell (all shells);Python;SQL
42082,Assembly;Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;MicroPython;Rust;SQL;TypeScript
42083,C;C#;Go;Java;JavaScript;PHP;PowerShell;Python;Rust;SQL;VBA;Zephyr
42084,C#;HTML/CSS;JavaScript;SQL;TypeScript
42085,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript
42086,C;Cobol;Java;SQL
42087,C#;Elixir;HTML/CSS;JavaScript;Python;SQL;TypeScript
42088,Bash/Shell (all shells);PowerShell;Python;SQL
42089,Bash/Shell (all shells);C;C++;Dart;Go;Lua;Perl;PHP;Python;R;SQL;Swift;TypeScript
42090,HTML/CSS;TypeScript
42091,Assembly;C;C++;MATLAB;Python
42092,Go;Haskell;Java;JavaScript;Python;Ruby;SQL;TypeScript
42093,C;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript
42094,Assembly;Bash/Shell (all shells);C;C#;C++;GDScript;Go;HTML/CSS;Java;Kotlin;MATLAB;PowerShell;Python;SQL
42095,JavaScript;SQL
42096,C;C#;C++;Go;Java;JavaScript;Python;TypeScript
42097,Java;JavaScript;Kotlin;SQL;TypeScript
42098,Bash/Shell (all shells);Java;Python;SQL
42099,JavaScript
42100,Apex;Assembly;C;Cobol;Delphi;HTML/CSS;SQL
42101,Ada;C;C++;Java;JavaScript
42102,PHP
42103,Bash/Shell (all shells);Python;R
42104,Bash/Shell (all shells);C#;Java;PowerShell;SQL
42105,C#;Groovy;PowerShell;SQL
42106,HTML/CSS;Java;JavaScript;Python;SQL
42107,Bash/Shell (all shells);C;C#;C++;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;Ruby;SQL;TypeScript
42108,Bash/Shell (all shells);C#;C++;HTML/CSS;JavaScript;Python;SQL;VBA
42109,HTML/CSS;Java;JavaScript;Python;TypeScript
42110,C#;HTML/CSS;Perl;SQL;VBA
42111,C
42112,C;C#;Lua
42113,Bash/Shell (all shells);Dart;HTML/CSS;JavaScript;Python;SQL;TypeScript
42114,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Objective-C;Python;Ruby;SQL;TypeScript
42115,HTML/CSS;JavaScript;Python;Rust
42116,Go;Python;SQL
42117,HTML/CSS;JavaScript;Perl;PHP;Python;R;SQL
42118,C;GDScript;HTML/CSS;Java;JavaScript;Kotlin;Python
42119,C;Java;PowerShell
42120,Dart;HTML/CSS;JavaScript;SQL
42121,Java;PHP;SQL;TypeScript
42122,C#;HTML/CSS;TypeScript
42123,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
42124,Assembly;C;C++;HTML/CSS;Java;JavaScript
42125,Assembly;Bash/Shell (all shells);C;C#;C++;Delphi;F#;HTML/CSS;PowerShell;Python;SQL
42126,Bash/Shell (all shells);C;C#;C++;Go;Groovy;HTML/CSS;Java;JavaScript;Julia;Kotlin;PowerShell;Python;Ruby;Rust;Solidity;SQL;Swift;TypeScript
42127,Python;SQL
42128,Bash/Shell (all shells);C;C#;C++;HTML/CSS;JavaScript;PowerShell;SQL
42129,NA
42130,HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
42131,HTML/CSS;JavaScript;PHP;SQL;TypeScript
42132,HTML/CSS;JavaScript;TypeScript
42133,Bash/Shell (all shells);C++;Go;JavaScript;Rust;SQL;TypeScript
42134,Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript
42135,C;C++;Java;JavaScript;Julia;Python;Rust;TypeScript
42136,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript
42137,C#;C++;Erlang;Java;Python;SQL
42138,HTML/CSS;JavaScript;Python;TypeScript
42139,Java;JavaScript;TypeScript
42140,Bash/Shell (all shells);C;C++;Lua;Python;R;Rust
42141,C#;HTML/CSS;JavaScript;PowerShell;SQL
42142,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
42143,Dart;Go;Python
42144,Bash/Shell (all shells);C;C#;C++;PowerShell;Python;SQL
42145,C#;HTML/CSS;JavaScript;Python;SQL
42146,Bash/Shell (all shells);C;Fortran;MATLAB;Perl;Python
42147,C#;HTML/CSS;JavaScript;SQL
42148,C#;HTML/CSS;JavaScript;SQL;TypeScript
42149,Bash/Shell (all shells);C;C++;Go;JavaScript;PHP;Python;R;SQL;Visual Basic (.Net)
42150,Go;Java;Julia
42151,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;SQL;TypeScript
42152,HTML/CSS;Java;JavaScript;Lua;Python;SQL
42153,Bash/Shell (all shells);HTML/CSS;JavaScript;Lisp;PHP;Python
42154,Assembly;C;C#;C++;Haskell;Java;OCaml;Python;SQL
42155,Java;Python
42156,C#;HTML/CSS;JavaScript;SQL;TypeScript
42157,C;C++;HTML/CSS;MATLAB;Python
42158,Bash/Shell (all shells);Fortran;Java;Python
42159,Bash/Shell (all shells);C;C#;C++;PowerShell;Python;SQL;VBA;Visual Basic (.Net)
42160,Java;Kotlin;TypeScript
42161,C;PowerShell;Python;SQL
42162,Groovy;HTML/CSS;Java;JavaScript;Kotlin;Lua;PHP;TypeScript
42163,Delphi;SQL
42164,C#;C++;Haskell;HTML/CSS;JavaScript;PHP;Prolog;Python
42165,Python
42166,PHP
42167,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript
42168,Bash/Shell (all shells);C;C#;C++;Groovy;Java;Python;Rust;SQL;Zig
42169,Bash/Shell (all shells);C#;Elixir;Go;HTML/CSS;Kotlin;Lua;Python;TypeScript
42170,Bash/Shell (all shells);Python;SQL
42171,Dart;HTML/CSS;Kotlin;PHP;Python;Rust;SQL;TypeScript
42172,HTML/CSS;Java;PHP;Python;Rust;SQL
42173,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
42174,C;C++;Lua
42175,Bash/Shell (all shells);HTML/CSS;Python;SQL
42176,Bash/Shell (all shells);C;HTML/CSS;JavaScript;Rust;SQL
42177,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PHP
42178,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;Perl;PowerShell;SQL
42179,Java;Python;SQL
42180,JavaScript;Python
42181,HTML/CSS;JavaScript;TypeScript
42182,Bash/Shell (all shells);C;HTML/CSS;Java;JavaScript;TypeScript
42183,C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;Lua;Python;TypeScript
42184,Bash/Shell (all shells);C;Java;Kotlin;Python;Rust
42185,JavaScript;Scala;TypeScript
42186,HTML/CSS;Java;JavaScript;PowerShell;Python;SQL
42187,C#;Visual Basic (.Net)
42188,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL
42189,F#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript
42190,C#;HTML/CSS;Java;JavaScript;Kotlin;MATLAB;PHP;Python;SQL;VBA
42191,R
42192,C#;HTML/CSS;SQL
42193,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL;TypeScript
42194,Elixir
42195,C;Java;JavaScript;Lua;Rust;SQL
42196,Assembly;Bash/Shell (all shells);C;C#;F#;Java;Python
42197,Java;SQL
42198,Assembly;Bash/Shell (all shells);C;Python
42199,HTML/CSS;Java;JavaScript;SQL
42200,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;TypeScript
42201,C#;Java
42202,Go;Python
42203,C;C#;C++;HTML/CSS;JavaScript
42204,Bash/Shell (all shells);Lua;Python;R;SQL
42205,C#;HTML/CSS;JavaScript;TypeScript
42206,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Python;SQL;VBA
42207,Assembly;Bash/Shell (all shells);C;C#;C++;Python;Rust
42208,PowerShell;Python;SQL
42209,Visual Basic (.Net)
42210,Java;JavaScript;MATLAB;Python;SQL;TypeScript
42211,Dart;Python;SQL
42212,Assembly;C;C++;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL;TypeScript
42213,C;C++;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript
42214,Python
42215,Go;Python;SQL
42216,C++;HTML/CSS;Java;JavaScript;PowerShell;Python;TypeScript
42217,Dart;HTML/CSS;Java;JavaScript;OCaml;Python;SQL;TypeScript
42218,C#;Dart;Java;Python
42219,Bash/Shell (all shells);C;HTML/CSS;JavaScript;MicroPython;Prolog;Python;SQL
42220,Bash/Shell (all shells);Dart;Python
42221,Bash/Shell (all shells);C#;Python;SQL
42222,C;HTML/CSS;Objective-C;Python;Swift
42223,HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript
42224,C#;C++;Dart;Elixir;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Python;Ruby;Scala;Swift;TypeScript;Visual Basic (.Net)
42225,C;Java;JavaScript;Python
42226,Bash/Shell (all shells);Cobol;HTML/CSS;JavaScript;PHP;PowerShell;Python;SQL;TypeScript
42227,C++;Dart;Python
42228,C;C++;HTML/CSS;Java;JavaScript;Python;Solidity;SQL;TypeScript
42229,C#;C++;HTML/CSS;SQL
42230,Bash/Shell (all shells);Haskell;JavaScript;TypeScript
42231,C#;HTML/CSS;JavaScript;TypeScript
42232,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;MATLAB;Python;Rust;SQL;TypeScript
42233,Cobol;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript
42234,C++;Fortran;Python
42235,HTML/CSS;JavaScript;Python;Rust
42236,Bash/Shell (all shells);C#;JavaScript;PowerShell;Python
42237,Assembly;Bash/Shell (all shells);C;C++;Go;HTML/CSS;JavaScript;Python;Rust;TypeScript
42238,C++;HTML/CSS;Python
42239,C++;JavaScript;MicroPython;PHP;Python;SQL;TypeScript
42240,HTML/CSS;JavaScript;Lua;Python;SQL
42241,HTML/CSS;JavaScript;Python;SQL
42242,Assembly;C;C++;HTML/CSS;Java;JavaScript;MATLAB;SQL
42243,Bash/Shell (all shells);C;Go;HTML/CSS;JavaScript;Lua;Python;Rust;TypeScript
42244,JavaScript;TypeScript
42245,C;C#;C++;Java
42246,C#;HTML/CSS;JavaScript;Python;SQL
42247,Bash/Shell (all shells);C#;HTML/CSS;JavaScript;SQL
42248,C++;JavaScript;Python
42249,C#;HTML/CSS;JavaScript;PHP;SQL
42250,Python
42251,HTML/CSS;JavaScript;TypeScript
42252,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;Swift
42253,C;C#;C++;Go;HTML/CSS;JavaScript;Kotlin;PHP;PowerShell;Python;Rust;SQL
42254,Elixir
